FIPS,Per_Farm_Sales_Less_10000,Per_Farm_Sales_10000_249999,Per_Farm_Sales_Gr_250000,MARKET_VALUE,Per_Crop_Sales,Per_Grain_Mark_Val,Per_Cotton_Mark_Val,Per_Tob_Mark_Val,Per_Other_Crop_Mark_Val,Per_Veg_Sale_Mkt_Val,Per_Fruit_Sales_Mkt_Val,Per_Nursery_Sales_Val,Per_Cut_Tree_Sales_Val,Per_Ani_Sales_Mark_Val,Per_Poul_Sales_Mark_Val,Per_Milk_Sales_Mrk_Val,Per_Cattle_Sales_Mrk_Val,Per_Hog_Sales_Mrk_Val,Per_Sheep_Sales_Mrk_Val,PER_AQ_SALES,PER_EQ_SALES,PER_SP_AN_SALES,Net_Income_Total,Net_Income_Per_Farm,Net_Income_Per_Producer,Net_Income_Per_Prod_Per_Farm,Dir_Sales_Per_Farm,Gov_Payments_Per_Farm,Per_Farm_Gov_Payment,Conserv_Payments_PerFarm,Fed_Pay_Per_Farm,CCC_Loan_Per_Farm,Per_Exp_Livestock,Per_Exp_Feeds,Per_Exp_Seed,Per_Exp_Fert,Per_Exp_Chem,Per_Exp_Interest,Market_Value_Land_perFarm,Mar_Val_Equip_perFarm,Per_Prod_Farmers,Per_Prod_Other,Per_Prod_Off_Farm_100Days,Prod_Aver_Age,Per_Prod_Over65,Per_Farms_LE35Years,Per_Farms_Beg_Prod,Per_Farms_Fem_Prod,Per_Farms_NAIA_Prod,Per_Farms_Asian_Prod,Per_Farms_Black_Prod,Per_Farms_Hawaiian,Per_Farms_White_Prod,Per_Farm_Latino,Farm_Num,Change_Farm_Num,Av_Farm_Size,Per_Farm_Tot_Land_Area,Farmland_Irrigated_Acres.Per_Acres,Per_Cropland_Total_Area,Crop_Per_Farmland,Har_Crop_Per_Farmland,Per_Irrigated_All_Cropland,Per_Pasture_Farmland,Per_Irrig_Pasture,Per_Farmland_Conserv,Per_Farmland_Crop_Insur,Per_Cropland_FerLime,Per_Cropland_Fert,Per_Cropland_Manure,Per_Cropland_Insecticide,Per_Crops_Herbicide,Per_Cropland_Fungicide,Per_Fam_Farm,Per_Farm_Corperate,Per_Farms_Internet,Per_Irrig_Cropland_.Corn_Harvest_Grain,Per_Cropland_.Corn_Harvest_Grain,Per_Corn_Silage_Harv_Cropland,Per_Sorghum_Grain_Irrigated,Per_Grain_Sorghum_Harv,Per_Irrig_Wheat_.Harvest,Per_Wheat_Harv_Cropland,Per_Barley_Harvest_Grain,Per_Oats_Grain_Cropland,Per_Rice_Harvest,Per_Rye_Harv_Crop,Per_Sunflower_Oil_Harv,Per_Sunflower_NonOil_Harv,Per_Canola_Harvest_Cropland,Per_Cotton_Harv_Cropland,Per_Cotton_Irrigated_Harvest,Per_Tobacco_Harvest_Cropland,Per_Soybean_Irrigated,Per_Soybean_Harvest_Cropland,Per_Drybean_Harvest_cropland,Per_DryPea_Harvest_Cropland,Per_Potatoes_Harvest_Cropland,Per_Sugarbeets_Harvest_Cropland,Per_Sugarcane_Harvest_Cropland,Per_Peanuts_Harvest_Cropland,Per_Forage_Harvest_Cropland,Per_Hay_Harvest_Cropland,Per_Alfalfa_Harvest_Cropland,Per_Alfalfa_Irrigated,Per_DryHay_Harvest_Cropland,Per_AlfalfaHaylage_Harvest_Cropland,Per_OtherHaylage_Harvest_Cropland,Per_Vegetables_Harvest_Cropland,Per_Asparagus_Harv_Veges,Per_SnapBeans_Harvest_Vege,Per_Broccoli_Harvest_Vege,Per_Cabbage_Harvest_Vege,Per_Cantaloupes_Harvest_Vege,Per_Cucumbers_Harv_Vege,Per_Lettuce_Harv_Vege,Per_Onions_Harvest_Vege,Per_GreenPeas_Harv_Vege,Per_SweetCorn_Harv_Vege,Per_Tomatoes_Harv_Vege,Per_Watermelons_Harv_Vege,Per_Strawberries_Harv_Cropland,Per_Orchards_Cropland,Per_Irrigated_Orchards_Cropland,Per_Apples_Orchards,Per_Avocados_Orchards,Per_SweetCherries_Orchards,Per_TartCherries_Orchards,Per_Grapes_Orchards,Per_Peaches_Orchards,Per_Pears_Orchards,Per_Plums_Orchards,Per_Grapefruit_Orchards,Per_Lemons_Orchards,Per_ValenciaOranges_Orchards,Per_Oranges_Orchards,Per_Almonds_Orchards,Per_Pecans_Orchards,Per_Walnuts_Orchards,Per_Farms_Floriculture,AN_OPER,FEM_AN_OPER,Per_Fem_Animal_OP,CROP_OPER,Fem_Crop_Prod,Per_Fem_Crop,Cattle_Operations,Milk_Operations,Poul_Total_Oper,Hog.Oper,TOT_SHEEP_Oper,EQUI_OPER,TOT_AQUA_OPER,OthAn_Oper,Grain_Oper,Toba_Oper,COTT_OPER,VEGE_OPER,HORT_OPER,FRUIT_OPER,CUTTREE_OPER,FCHay_Oper,CoverCropOp,OPER_GOVT_PROG,SilvoOper
21103,54.35,42.8,2.85,"30,606,000",53.95,23.81,0,17.23,11.37,0.62,0.24,0.68,0,46.05,0.15,7.88,35.91,0.1,0.61,0,1.18,0.23,4237445,5496,3714062,4817,4445,2497,10.12,3372,2405,254333,10.71,11.2,5.47,8.73,3.5,8.5,656023,79554,41.8,58.2,50.51,57.2,35.84,12.32,27.89,53.7,0,0,0,0,99.35,0.52,771,-0.42,170,71.5,0.19,35.61,49.8,40.35,0.47,36.74,0,0.1,12.72,42.56,37.6,5.31,18.48,30.55,8.95,84.18,4.93,73.93,0,8.19,1.38,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,2.37,0,20.1,0,0,0.01,0,0,0,67.7,63.47,10.85,0,52.63,1.37,3.16,0.07,0.05,3.4,1.31,4.97,3.81,4.19,2.62,0.1,0.05,2.09,20.68,6.54,0,0.05,0.02,42.24,0,0,0,1.24,10.6,15.01,0.04,0,0,0,0,0,0.17,20.28,0.65,440,259,58.86363636,441,228,52,385,21,49,21,57,31,0,30,103,58,0,25,12,7,0,366,140,5,16
21105,50.81,18.7,30.49,"159,609,000",35.66,34.89,0,0.23,0.2,0.01,0.33,0,0,64.34,58.17,0,1.43,4.71,0.01,0.01,0.01,0.01,66686207,271082,27275334,110875,5194,19604,65.45,4733,20092,301466,11.7,38.51,7.07,8.36,6.11,2.26,1933385,317655,54.99,45.01,41.78,57.4,33.42,13.41,28.05,41.87,0,0,1.22,0,98.78,0.81,246,-0.69,482,76.4,8.03,66.99,87.67,80.85,9.93,3.1,0,3.12,70.63,64.35,63.94,8.7,76.37,89.31,29.26,82.93,5.69,72.36,13.64,44.04,0.25,0,0,0.06,13.14,0,0,0,0.03,0,0,0,0,0,0.13,7.68,51.06,0,0,0,0,0,0,1.7,1.61,0.24,0,1.37,0,0.09,0.01,0,0,0,0,0,0,0,0,0,23.85,23.85,0.87,0,0.15,0,17.29,0,0.19,0.16,1.24,80,0.04,0.04,0.01,0,0.01,0.01,0,0.17,0,0,84,41,48.80952381,122,42,34,36,0,49,8,3,2,3,5,88,4,0,7,0,1,0,35,34,115,0
21107,72.41,20.27,7.32,"119,595,000",32.6,30.41,0,0.66,1.05,0.06,0.02,0.4,0,67.4,56.48,0,3.17,7.5,0.08,0.07,0.1,0,50151390,76450,20040866,30550,20898,7946,31.86,4860,6846,0,12.53,33.82,6.84,6.48,5.41,3.51,752392,98293,34.81,65.19,53.49,54.9,29.43,11.28,35.82,50.76,0,0,0.46,0,99.7,0.3,656,-0.37,223,42.2,0.04,26.24,62.18,54.54,0.07,14.44,0,2.91,39.65,51.09,47.44,17.2,51.65,80.16,25.41,90.09,3.05,73.63,0,31.17,0.25,0,1.35,0,2.85,0,0,0,0,0,0,0,0,0,0.18,0,50.86,0,0,0,0,0,0,14.53,13.56,1.2,0,12.35,0,0.97,0.05,0,3.13,0.09,3.54,1.82,1.29,2.48,0,0.05,53.13,6.25,0.87,0,0.01,0,69.73,0,0,0,1.24,10.6,3.28,0,0,0,0,0,0,0,0,0.46,294,174,59.18367347,266,107,40,286,0,57,15,35,32,3,12,106,7,0,12,7,4,0,165,32,98,2
21109,76.41,23.59,0,"5,747,000",35.21,0.79,0,2.52,29.05,1.35,0.34,1.16,0,64.79,0.57,3.98,55.67,0.96,0.62,0,2.68,0.31,-673174,-1222,-734718,-1333,2201,1575,6.35,745,1682,0,8.6,14.52,3.28,8.55,0.48,10.25,321560,50666,33.67,66.33,47.33,57.6,34.24,9.26,27.95,48.46,0.18,0.18,0,0,99.82,0,551,-0.22,136,34,0.05,11.82,34.72,24.28,0.12,39.48,0.04,0.06,0.34,50.93,35.11,9.28,0.53,3.88,0.16,93.83,1.27,73.68,0,0.64,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.01,0,0,0,98.29,92.99,4.85,0,88.14,0.19,6.91,0.16,0,5.14,0.09,1.03,0,1.29,0,0,0,30.14,10.27,0.87,0,0.16,0.07,36.54,0,0,0,0,0.47,2.63,0,0,0,0,0,0,0.17,0,0.18,299,156,52.17391304,286,128,45,294,2,37,9,18,41,0,14,9,12,0,15,11,9,0,258,35,4,3
21111,79.88,18.66,1.46,"6,363,000",78.55,12.79,0,0,6.39,3.17,0.22,55.78,0.2,21.45,0.63,0.4,10.27,0.4,0.92,0,8.42,0.41,-1535047,-4475,-1548295,-4514,2307,9882,2.92,2000,7500,0,2.49,7.25,9.66,3.61,1.15,6.18,725049,43708,36.2,63.8,49.49,60.4,40.24,6.12,30.32,59.77,0,0.58,0.87,0,99.42,0.58,343,-0.37,59,8.3,0.4,3.11,37.44,27.94,1.42,29.37,0,0.34,3.5,36.67,33.63,8.1,5.86,29.33,1.35,85.71,5.25,80.47,0,6.39,2.5,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,0.02,0,22.92,0,0,0.04,0,0,0,64.81,48.48,6.99,0,41.49,1.06,15.98,1.24,1.57,5.87,0.43,0.86,7.87,4.72,2.29,0.1,0.05,2.43,12.73,7.01,0,0.42,0,17.19,0,0,0.16,21.88,10.6,2.63,0,0,0,0,0,0,0.17,40,3.5,157,102,64.96815287,156,79,51,105,1,42,1,33,35,0,13,17,0,0,31,23,15,1,83,39,2,8
21113,70.19,27.12,2.68,"79,868,000",7.38,1.94,0,1.63,2.04,0.15,0.04,1.55,0.03,92.62,0.03,0,8.81,0.03,0.09,0,77.21,6.45,51106299,76164,50711447,75576,3599,7435,7.75,500,7500,1932,7.1,7.17,1.45,1.59,0.71,6.77,754661,57978,35.74,64.26,54.21,57.5,32.94,10.58,35.92,58.72,0,0.6,1.79,0,96.42,1.94,671,0.01,114,69.2,0.04,29.37,42.43,34.29,0.85,50.18,0.09,0.34,3.91,31.31,12.68,7.24,9.08,25.38,0.51,86.59,3.73,85.54,0.96,2.39,0.59,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,1.25,0,10.19,0,0,0.01,0,0,0,84.89,78.49,6.55,0,71.94,0.19,6.91,0.22,2.91,7.52,1.37,0.51,1.37,2.56,1.2,1.54,0,6.67,8.21,2.56,0,0.05,0.02,12.26,0,0.19,0.16,67.74,7.1,7.03,0.04,0,0,0,0,0,0,2.39,0.75,350,218,62.28571429,303,174,57,287,0,53,1,51,60,0,16,48,21,0,45,22,16,1,236,71,2,13
21115,95.54,4.46,0,"706,000",29.74,1,0,0,23.87,3.18,1,0,0.69,70.26,2.22,0,56.44,0.5,2.32,0,8.78,0,-1470634,-6565,-1470634,-6565,9577,1253,3.57,0,1253,0,11.21,17.06,0.74,1.79,0.3,7.36,294847,37113,24.79,75.21,61.16,55,29.2,8.48,35.27,51.79,0,0.45,0,0,100,1.79,224,0.41,98,13.1,0.01,2.27,17.28,10.04,0.14,42.2,0,0,0,24.96,18.27,5.89,0.32,4.13,0.21,93.75,1.79,82.14,2.5,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,95.88,95.88,1.86,0,94.02,0,2.47,1.91,0,11.82,0,3.54,0,0.95,2.48,0,0,27.42,10.64,0,0,0.24,0,46.67,0,0,13.33,13.33,13.33,13.33,0,0,0,0,0,0,0,0,0,109,72,66.05504587,84,33,39,96,0,41,9,16,7,0,0,1,0,0,12,0,6,1,74,8,0,4
21117,78.66,21.15,0.2,"5,390,000",53.28,3.18,0,10.32,21.02,2.11,1.3,14.6,0.75,46.72,2.07,1.2,32.62,0.57,0.76,0,8.29,1.21,-399593,-790,-393764,-778,4350,1417,5.34,401,1630,0,6.87,9.99,1.94,4.6,1.36,11.23,406271,54195,24.65,75.35,61.92,57.6,31.31,11.07,27.67,58.1,0,0.59,0.2,0,99.8,1.78,506,0.31,73,35.8,0.03,15.53,43.34,31.26,0.1,37.15,0,0.14,0.48,17.87,13.48,7.87,1.3,7.54,1.19,85.38,5.34,77.67,0,2.12,0.53,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,1.46,0,1.83,0,0,0,0,0,0,92.94,85.76,11.08,0,74.68,0.4,9.73,0.35,0,3,3.25,0.11,0.09,1.75,3.5,0.1,0.05,18.75,18,1.75,0,0.25,0,30.92,0,0.19,0.16,44.39,7.73,0.04,0,0,0,0,0,0,0,8.37,0.79,220,122,55.45454545,316,170,54,220,2,42,6,25,10,0,12,31,14,0,26,14,21,1,267,39,6,6
21119,95.16,4.84,0,"408,000",8.66,0,0,0,2.44,3.78,2.44,0,0,91.34,0.5,0,90.76,0,0.08,0,0,0,-279066,-4501,-279066,-4501,1275,0,0,0,0,0,11.54,18.75,1,2.21,0.25,9.6,263055,38779,50,50,50,50.5,12.73,6.45,33.87,69.35,0,0,0,0,100,3.23,62,1.07,206,5.7,0.24,0.25,4.46,2.57,0.85,37.5,0,0,0,33.98,28.32,14.79,4.53,16.47,1.87,100,0,88.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.33,93.27,0,0,93.27,0,2.47,0.43,0,14.91,0,0,0,0,0,0,0,0,70,0,0,0.15,0.02,31.49,0,0.19,0.16,1.24,53.78,0.04,0.04,0.01,0,0.01,0.01,0,0.17,0,0,23,14,60.86956522,18,12,67,22,0,5,0,2,0,0,0,0,0,0,8,0,2,0,14,0,0,7
21121,82.44,17.26,0.3,"2,534,000",53.16,19.37,0,0,29.27,2.2,0.19,2.13,0,46.84,1.11,0,42.51,0.29,0.25,0,2.13,0.55,-1306053,-3887,-1319146,-3926,1927,4536,3.57,0,4536,0,14.05,10.44,2.34,10.01,1.13,6.93,275946,58675,34.69,65.31,56.78,56.1,33.91,14.29,38.1,44.64,0.89,0,0.3,0,99.7,0.6,336,0.92,115,15.7,0.04,4.85,30.95,21.63,0.2,29.48,0,0,1.82,30.24,18.84,9.59,0.34,11.06,0,97.92,1.19,70.54,0,8.68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.95,0,0,0.03,0,0,0,86.63,76.11,4.24,0,71.87,0,11.69,0.22,0,6.95,0.09,0.11,3.81,12.02,0,0,0,40.98,2.73,2.19,0,0.15,0,89.54,0,0.19,0.16,1.24,0.47,0.04,0.04,0.01,0,0.01,0.01,0,0.17,0,1.49,152,71,46.71052632,157,76,48,171,0,33,2,7,12,0,15,16,0,0,12,13,1,0,139,18,0,3
21123,64.48,31.75,3.76,"41,112,000",78.89,66.21,0,6.73,4.49,0.48,0.48,0.5,0,21.11,0.5,1.22,16.45,1.84,0.25,0,0.85,0,9591071,13358,8441009,11756,17533,6665,20.61,9134,5741,201350,5.74,5.76,10.83,14.21,7.04,7.6,545514,93130,38.02,61.98,51.72,56.1,31.74,11.56,32.17,51.67,1.11,0,0.28,0,99.58,0.28,718,-0.01,154,65.9,0.01,40.43,61.31,56.19,0.02,23.31,0,0.95,39.01,78.11,67.86,3.86,43.51,69.88,25.11,89.55,2.79,81.2,0,27.67,0.31,0,0,0,6.06,0,0,0,0,0,0,0,0,0,1.22,0,45.31,0,0,0,0,0,0,24.27,23.3,3.02,0,20.27,0.24,0.76,0.16,0.05,4.22,0.09,0.72,3.81,0.51,0.1,0,0,8.85,1.44,8.33,0,0.2,0,17.29,0,0,0,0,10.6,0.04,0.04,0,0,0,0,0,63.63,0,0.28,393,201,51.14503817,361,161,45,380,4,59,6,30,21,0,4,88,19,0,28,7,3,0,267,75,20,10
21125,71.52,28.06,0.42,"15,426,000",43.19,6.41,0,3.48,16.68,2.99,0.34,13.29,0,56.81,1.06,0,51.43,1.1,0.52,0,2.01,0.69,159960,167,160920,168,6142,2197,7.02,0,2197,0,14.51,11.15,2.26,10.53,1.97,6.26,313976,59396,33.17,66.83,48.43,58.3,36.53,8.27,25.65,42.62,0.1,0,0,0,99.9,0.31,955,-0.18,94,32.3,0.04,12.63,39.12,29.53,0.12,45.68,0,0,0.93,80.7,43.38,11.13,2.8,10.59,0.42,92.57,3.04,69.01,0,3.13,2.12,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,0.6,0.45,0.95,0,0,0.02,0,0,0,90.52,86.02,5.6,0,80.42,0.28,4.43,0.27,0.05,7.64,0.09,0.97,0.09,1.67,0.97,0,0,35.14,14.17,0.87,0,0.06,0,60.78,0,0,0,16.75,22.55,2.63,0,0,0,0,0,0,0.17,0,0.73,507,209,41.22287968,461,193,42,548,0,31,6,38,19,0,25,57,14,0,30,25,15,0,376,68,0,14
21127,86.62,13.38,0,"1,256,000",40.84,2.78,0,0,31.51,5.05,0.75,0.75,0,59.16,0.96,0,50.13,1.16,0.75,0,5.97,0.24,-593026,-2088,-592026,-2085,1234,1858,3.52,500,1250,0,4.03,17.46,1.73,3.78,0.36,5.26,288449,47327,32.75,67.25,52.62,56.8,25.11,7.39,26.76,52.82,0,0,0,0.7,99.65,0,284,-0.08,180,19.3,0.24,2.99,15.51,10.26,0.1,41.54,0.09,0.34,1.82,33.32,27.35,3.65,14.88,2.54,1.87,95.07,1.76,79.23,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.95,0,0,0.02,0,0,0,97.32,84.21,3.65,0,80.56,0,13.18,0.94,0,4.23,0,3.54,0.09,4.84,2.48,0,0,5.65,5.24,0.87,0,0.15,0.02,49.6,0,0.19,0.16,1.24,10.6,7.03,9.6,0.01,0,0.01,0.01,0,0.17,0,0.35,143,75,52.44755245,114,69,61,148,0,21,18,14,9,0,6,5,0,0,11,2,2,0,104,19,1,6
21129,78.47,21.53,0,"1,392,000",25.24,8.84,0,0,13.65,2,0.75,0,0,74.76,0.65,0,69.1,0.35,2.12,0,2.16,0.38,-192263,-1335,-192063,-1334,537,1951,19.44,500,1250,0,5.43,14.7,0.8,7.45,0.49,9.05,356475,49063,38.7,61.3,56.96,56.8,26.96,9.03,27.78,54.17,0,0,0,0,100,4.17,144,0.05,174,18.8,0,6.38,34.02,22.77,0,24.57,0,0.34,0,26.49,17.76,6.92,0.5,4.06,1.87,88.89,3.47,70.14,0,2.01,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.95,0,0,0.02,0,0,0,93.84,77.23,5.97,0,71.26,0,16.6,0.26,0,14.86,0,0,0,26.05,0.1,0,0,11.85,14.86,0,0,0.1,0,89.54,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,84,44,52.38095238,83,49,59,59,0,19,1,7,7,0,8,10,0,0,6,0,1,0,75,8,1,1
21131,100,0,0,"33,000",70.4,0,0,0,19.03,51.37,0,0,0,29.6,12.92,0,7.41,0,0,0,9.09,0,-75751,-2914,-75751,-2914,1003,0,0,0,0,0,2.5,18.07,3,6.15,1.14,13.36,242308,23981,12.5,87.5,55,54,20,11.54,65.38,42.31,0,0,0,0,100,0,26,1.41,63,0.6,0.36,0.08,13.22,5,0.85,36.33,0,0,0,55.5,43.12,8.75,41.28,7.34,0,100,0,69.23,0,1.68,0.25,0,0.03,0,1.15,0.03,0.09,0,0.03,0,0,0,0.04,0,0.02,0,0.95,0.01,0,7.7,0.01,0,0.01,75.76,76.6,7.36,0.23,71.06,0.19,0.26,36.67,0,1.49,0,8.57,3.67,1.22,12.24,0,0,14.69,1.22,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,#REF!,#REF!,8,0,3,0,0,3,0,0,0,0,0,11,0,0,0,7,2,0,2
21133,98.06,1.94,0,"138,000",44.31,4.67,0,0,17.52,8.61,13.51,0,0,55.69,19.52,0,33.57,1.5,0.98,0,0.12,0,-243188,-2361,-243188,-2361,2252,0,0,0,0,0,16.29,25.72,0.88,3.56,0.68,8.25,163784,31980,27.27,72.73,52.27,51.6,24.43,14.56,50.49,57.28,5.83,0,0,0,100,0,103,1.58,55,2.6,0,0.19,7.43,4.25,0,45.92,0,0,0,24.16,16.45,3.83,2.63,16.27,0,97.09,0,82.52,0,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.95,0,0,0.42,0,0,0,80.33,71.97,7.36,0.23,71.06,0,6.91,11.05,0,12.12,3.41,4.55,0,5.3,3.79,0,3.41,1.05,3.79,3.79,0,0.62,0,31.49,0,0,0,34.56,10.6,0,0,0,0,0,0,0,0,8.37,0,41,29,70.73170732,36,20,56,39,0,18,2,3,1,0,0,7,0,0,16,0,5,0,10,3,0,0
21135,68.18,30.73,1.09,"12,686,000",68.75,46.41,0,11.31,10.76,0.23,0,0.02,0.02,31.25,0.2,1.05,28.88,0.11,0.66,0,0.32,0.03,1598274,2906,1447658,2632,2777,4628,13.27,600,4988,5000,5.09,8.49,10.42,14.72,4.63,7.91,447476,58968,38.48,61.52,53.21,56.7,28.86,9.82,23.09,43.09,0,0.18,0,0,99.82,0,550,-0.75,213,38,0.24,13.51,35.55,24.66,0.85,24.83,0,0.02,8.51,52.59,50.73,7.65,3.98,45.92,3.33,90.55,3.45,71.64,0,5.78,0.25,0,0,0,0,0,0,0,0.93,0,0,0,0,0,1.32,0,43.87,0,0,0.03,0,0,0,47.83,44.5,5.39,0,39.11,0.5,3,0.2,0.51,2.2,0.09,12.71,1.36,13.22,13.56,2.23,0,19.15,2.2,2.2,0,0.15,0,17.29,0,12.72,0.16,1.24,26.24,15.01,19.47,0.01,0,0.01,0.01,0,0.17,0,0.36,290,135,46.55172414,310,137,44,299,1,26,10,15,9,0,6,84,20,0,9,2,0,1,240,38,6,13
21137,60.37,35.32,4.31,"59,008,000",31.48,19.06,0,2.82,7.06,0.84,0.02,1.68,0,68.52,0.65,13.53,53.7,0.09,0.21,0,0.32,0.02,11832231,10855,11035756,10125,5927,3945,21.83,892,3940,5363,23.67,16.48,3.57,8.5,1.88,6.61,486123,73186,42.9,57.1,46.81,54.9,30.82,17.89,30.46,53.49,0.55,0,0.83,0.09,98.72,0.55,1090,-0.34,150,76.6,0.02,32.38,42.25,37.37,0.07,38.79,0,0.12,6.97,68.16,54.21,11.49,10.8,40.01,2.87,94.59,1.38,70.09,0,12.33,4.67,0,0,0,0.39,0.11,0.36,0,0.03,0,0,0,0,0,0.71,0,19.52,0,0,0.01,0,0,0,61.87,53.68,9.9,0,43.78,2.94,7.94,0.26,0,2.71,0.09,1.32,6.24,0.32,0.88,0.1,0,10.4,3.78,6.93,0,0.02,0,61.9,0,0,0,1.24,0.47,0,0,0,0,0,0,0,10.71,25,0.55,739,402,54.39783491,552,266,48,711,36,72,31,59,45,0,9,155,23,0,39,23,11,0,417,146,19,18
21139,60,35.07,4.93,"24,155,000",63.78,59.77,0,0,3.92,0.04,0.05,0,0,36.22,12.25,0,22.99,0.7,0.15,0,0.06,0.07,6220398,17042,4221398,11565,1066,7000,51.23,6861,5294,150000,8.85,10.01,9.92,11.1,7.7,3.98,937557,108341,36.29,63.71,55.34,59.5,38.26,9.86,27.67,59.73,0,0,0,0,99.18,0.27,365,-0.34,333,60.7,0.02,30.76,50.66,37.85,0.06,30.77,0,4.62,18.37,52.62,43.37,0.5,44.47,50.72,12.64,89.86,3.01,67.95,0,18.27,0.85,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,46.64,0,0,0,0,0,0,33.11,30.84,0.72,0,30.12,0.15,2.37,0.05,0,0,0,0,9.05,0,0,0,0,0,0,14.22,0,0.01,0.02,68.42,0,0,0,0,15.79,15.79,0,0,0,0,0,0,0,0,0,170,110,64.70588235,145,78,54,164,0,12,2,21,11,0,9,41,0,0,11,0,9,0,100,15,82,6
21141,63.73,28.29,7.98,"152,164,000",68.81,62.07,0,4.87,1.19,0.17,0.02,0.49,0,31.19,8.5,11.01,8.92,2.52,0.1,0,0.12,0.02,38386701,35609,35799931,33210,9399,13849,46.01,12018,9356,3.00E+05,4.25,12.92,9.5,11.12,7.36,5.12,1237795,133156,41.61,58.39,45.76,56.9,32.58,11.22,25.79,52.97,0,0.19,1.11,0,99.63,0.46,1078,0.05,256,78.2,1.75,55.24,70.64,60.36,2.9,13.07,0,7.05,45.35,73.59,67.47,3.19,66.37,77.13,23.27,91,2.6,71.06,4.47,33.8,1.63,0.01,0.03,0,26.05,0.68,0.09,0,0.03,0,0,0,0,0,0.89,0.45,44.36,0,0,0,0,0,0,13.62,11.76,0.5,0,11.26,0.19,2.47,0.05,0,1.33,0.48,1.93,4.11,1.09,0,0.6,0,7,1.69,25.36,0,0.01,0,13.24,0,0.19,0,63.97,10.6,9.56,2.39,0,0,0,0,0,0,0,1.21,462,234,50.64935065,488,266,55,433,6,44,15,40,32,0,19,200,58,0,22,20,10,0,273,92,303,5
21143,74.04,23.08,2.88,"6,662,000",80.15,52.88,0,18.01,8.07,1,0.1,0.09,0,19.85,0.1,0,19.41,0.1,0.24,0,0,0,1152833,5542,1083835,5211,17500,6512,28.85,3006,6906,0,3.21,6.28,7.96,16.81,7.9,7.66,490391,61700,33.62,66.38,52.46,59.2,37.1,7.69,25.96,50.48,0,0,0,0,100,0,208,-0.17,157,23.9,0.24,12.88,53.93,44.67,0.85,27.57,0,2.44,21.9,45.05,33.16,0.52,17.32,41.81,10.73,92.31,1.92,64.42,0,17.47,0.25,0,0,0.06,1.15,0,0,0,0,0,0,0,0,0,1.32,0,33.22,0,0,0,0,0,0,47,45.49,1.24,0,44.25,0,1.51,0.09,0.05,63.85,0,0,0,0,2.48,0,0,1.05,21.38,0,0,0.1,0,11.67,0,0,0,55.56,26.24,2.63,0,0,0,0,0,0,0,2.39,0.48,101,54,53.46534653,96,44,46,102,0,10,5,5,0,0,0,19,10,0,12,1,1,0,66,20,22,4
21145,66.04,25.79,8.18,"28,923,000",77.37,69.35,0,1.39,0.93,2.67,0.82,2.21,0,22.63,19.37,0,1.9,0.02,0.18,0,1.1,0.06,8190254,25756,5416676,17034,12483,7823,33.02,2408,8714,0,5.18,10.22,12.85,14.18,9.76,4.81,869914,123106,36.99,63.01,52.25,56.3,28.96,10.06,35.22,52.52,0,0,1.26,0.31,98.11,2.52,318,-1.31,195,39,0.25,31.78,81.49,74.5,0.33,7.14,0,2.08,52.45,60.26,60.06,1.34,59.43,75.8,13.52,87.42,2.52,84.59,0,24.44,0.14,0,0,0,12.08,0,0,0,0,0,0,0,0,0,0.21,0,58.73,0,0,0.02,0,0,0,12.85,12.66,0.49,0,12.17,0.19,0.26,0.33,1.06,1.26,0.66,0.6,5.85,0.6,1.26,0.93,0.33,16.61,41.79,0.87,0.04,0.21,0.02,1.78,0,0,0,1.24,0.47,0.04,0,0,0,0,0,0,91.53,0,1.26,118,73,61.86440678,159,73,46,73,0,33,4,18,23,0,8,82,7,0,17,13,21,0,50,36,48,3
