GEOID,futExAst,futInFlood,futLaborLost,futCoastPL.x,pc2020q0.5,PC2040q0.5,PC2080q0.5,VC2020q0.5,VC2040q0.5,VC2080q0.5,YL2020q0.5,YL2040q0.5,YL2080q0.5,hpl852020B,hp852040B,HPL2080B,LLP2020Bq0.5,LLP8.52040q0.5,LPL852080Bq0.5,mort2020b,mort2040b,mort2080b,watStress2030,watStress2040,watSupply2030,watSupply2040,seasVar2030,seasVar2040,slopeHisp,whiteSlope,slopeBlack
19101,-17.18381976,0.066493453,45.82093291,NA,0.052053293,0.524407515,1.311902839,0.456494508,1.49653566,3.708678999,-7.98991859,-13.54732888,-42.96601353,-0.260249465,-0.59232038,-1.644491116,-0.02299273,-0.082318573,-0.26571156,1.933983682,1.516943976,7.927628558,0.046308306,0.047196494,1.65749232,1.615141901,0.550366507,0.570377396,0.162146429,-0.610149809,0.079193762
19103,-20.75294057,0.246199009,38.60935513,NA,0.069221439,0.548048369,1.384411295,0.413605538,1.519807161,3.784700655,-7.410154275,-13.4946609,-43.80507112,-0.254637271,-0.611507761,-1.668308867,-0.013939739,-0.070045812,-0.261914641,0.923210459,0.631981824,3.604750668,0.41064459,0.425188341,0.132499421,0.126563006,0.782450291,0.813133746,0.087267881,-0.349306681,0.204686462
19105,-14.68657588,0.572591817,34.45728473,NA,0.082235693,0.663042576,1.768842986,0.438567149,1.632862135,3.959884226,-2.463210124,-3.875891397,-24.61360288,-0.152122673,-0.433247092,-1.325450653,-0.015454854,-0.061349216,-0.208313533,0.041951777,-2.964380811,-4.084002105,0.053769312,0.053456163,0.86301718,0.858812691,0.456156955,0.465613681,0.278699458,-0.641495815,0.329357259
19107,-19.2870756,-0.127078522,41.69417545,NA,0.07099887,0.610859899,1.588705133,0.487589395,1.614305223,3.951381517,-4.100347254,-6.460122299,-30.57225897,-0.187003014,-0.480120848,-1.404473363,-0.021345605,-0.074595539,-0.221265313,0.86102144,-1.097629376,2.823553982,0.093160738,0.096122403,1.496966287,1.458429941,0.574070689,0.595967602,0.558380606,-0.629556278,0.072369592
19109,-22.69906028,0.284067942,29.73857936,NA,0.121312587,0.685597691,1.967960279,0.484055853,1.509412174,3.991448722,-0.002289996,1.649002435,-14.1693516,-0.102343188,-0.32712103,-1.212252664,-0.007033764,-0.053274741,-0.188330972,0.182288612,-4.123788778,-6.83932003,0.428891449,0.422754859,0.099606857,0.096133977,0.757633058,0.772468734,0.402560377,-0.612031043,0.16792548
19111,-15.64420372,0.313952986,40.20079114,NA,0.035653193,0.485006629,1.276304958,0.474785056,1.442409948,3.698461797,-6.469472183,-12.4712463,-43.77417313,-0.217336902,-0.517633208,-1.504278356,-0.013641535,-0.060435126,-0.220391976,3.904406042,4.19308632,12.84677409,0.118761613,0.121154281,1.218458539,1.186663892,0.619950811,0.640124556,0.288901837,-0.335530911,-0.01716462
19113,-19.8967941,0.585933904,36.58349035,NA,0.100810614,0.599433175,1.556060942,0.412830271,1.58536512,3.861929102,-5.223684347,-9.426147019,-35.73179064,-0.19725593,-0.51085557,-1.495908077,-0.009462318,-0.060300346,-0.226605699,1.135152735,0.001988416,3.418452269,0.330350694,0.341551769,0.296859691,0.291312945,0.709037071,0.734944693,0.160676594,-0.550973914,0.329212108
19115,-15.92787131,0.330025054,43.64210826,NA,0.068381756,0.585745929,1.565013775,0.441861155,1.579242699,3.920090632,-3.548402416,-6.136511426,-30.16592409,-0.182410635,-0.478307818,-1.399800935,-0.012149336,-0.061159487,-0.207308553,0.862517263,-0.742564203,3.048081814,0.376827935,0.390138346,0.301970068,0.292178841,0.760211074,0.789952456,-0.191181599,-0.790201679,0.245371743
19117,-15.93312255,0.323654661,38.22925878,NA,0.079951318,0.594070637,1.487679693,0.484226604,1.578525169,3.883954214,-5.040858542,-7.238347942,-31.25271687,-0.205794024,-0.504182297,-1.45198434,-0.021705677,-0.074505477,-0.236146571,1.141722099,-1.616921343,0.522274045,0.215665143,0.220747369,0.527910185,0.506824455,0.762568519,0.779650992,0.416557131,-0.591868204,0.074523226
19119,-18.63175282,0.149934444,32.90319132,NA,0.273543915,0.742684723,1.772318811,0.440525509,1.47978854,3.818386661,-2.655606633,-5.778390431,-31.13327872,-0.171218432,-0.491752588,-1.513764057,-0.017520184,-0.070823455,-0.260684837,-1.183133855,-3.750407269,-4.528952174,0.397083915,0.427085934,0.221409211,0.213871326,0.78389123,0.770769532,0.347050297,-0.471627724,0.025922014
19121,-17.10769963,0.45711458,39.99787197,NA,0.105275003,0.610874034,1.528333002,0.481740133,1.629251383,3.933220968,-4.441465624,-6.708147012,-31.56406614,-0.197503201,-0.498169049,-1.468787709,-0.015072215,-0.070965764,-0.227426313,0.632685822,-1.212588163,1.833465524,0.293463953,0.300279634,0.113331294,0.107858869,0.787657151,0.807491826,0.359410913,-0.537094932,0.114059425
19123,-15.29464733,-0.041037342,43.47674146,NA,0.072734388,0.591518035,1.534788437,0.492955692,1.595454642,3.923812175,-4.649196455,-6.800540977,-32.00481252,-0.200299213,-0.48182094,-1.424882678,-0.014919174,-0.069356873,-0.220970414,0.987659346,-1.007130032,1.656726215,0.117096342,0.119496444,1.233259073,1.201106838,0.617538657,0.637776635,0.294180658,-0.498940893,0.169393659
19125,-17.52273213,0.477506874,42.86572734,NA,0.055295227,0.56868348,1.483184961,0.467039765,1.593670064,3.872359527,-5.607910511,-8.641164762,-35.48933192,-0.201044703,-0.498991709,-1.448298771,-0.015806374,-0.077183411,-0.233928768,1.33381108,0.169579291,5.131342781,0.274822553,0.2804558,0.272800878,0.263742858,0.769832058,0.790356587,0.197651571,-0.438533406,0.193545373
19127,-20.87262412,0.181474889,33.58760017,NA,0.080728745,0.63421772,1.694163734,0.45281419,1.59230605,3.937644426,-3.373904531,-4.394739074,-26.45410889,-0.153359974,-0.445168098,-1.365750993,8.85E-04,-0.051233742,-0.203987476,0.588956386,-2.643981582,-2.163481531,0.343655787,0.355755729,0.420400683,0.407585712,0.738482385,0.767311888,0.466349086,-0.768938015,0.001809939
19129,-14.6820006,0.018243039,43.84702271,NA,0.166004265,0.600757602,1.366541307,0.370332502,1.548411571,3.684901912,-8.869280387,-15.42886846,-45.8580708,-0.270163807,-0.670900582,-1.767210973,-0.037896181,-0.102122191,-0.319787278,-0.380505631,-0.087697944,5.396506728,0.153756949,0.161790859,0.498130096,0.482162024,0.765607711,0.766511228,0.261404035,-0.49960691,0.222949864
19131,-30.5316528,5.161034932,27.72962845,NA,0.112484785,0.697258605,2.019445483,0.397137391,1.445881006,4.08945786,-0.190009192,1.789056926,-13.08078315,-0.105077625,-0.335755869,-1.175535701,-0.003585079,-0.045577435,-0.174870068,0.43794632,-3.968553655,-6.376859479,0.369466821,0.382289567,0.215858972,0.210154777,0.744688167,0.77288678,0.052464732,-0.456452778,0.355417914
19133,-22.82288089,-0.159600277,37.15151858,NA,0.185501038,0.735958244,1.732787527,0.438408081,1.614602246,3.949120805,-2.757368451,-3.299295916,-28.34361174,-0.156951024,-0.43373656,-1.402839526,-0.017290567,-0.055771031,-0.203238709,-1.07841982,-4.58476717,-1.779203067,0.397083915,0.427085934,0.221409211,0.213871326,0.78389123,0.770769532,0.45046503,-0.570620483,0.113879301
19135,-13.37886465,0.290609063,40.60078165,NA,0.06531948,0.592363444,1.4956359,0.494154096,1.573477327,3.914093185,-4.028712413,-6.354000162,-30.5767707,-0.158123737,-0.450673201,-1.365878465,-0.02487382,-0.07092307,-0.218556241,1.134686828,-0.753329491,4.415516642,0.295303234,0.301409269,0.141447809,0.135134521,0.792977305,0.813315768,0.141253799,-0.553932266,0.394864036
19137,-18.96026434,0.022652732,44.73901034,NA,0.15766595,0.611388724,1.40099584,0.396803753,1.60417421,3.740753055,-8.862712777,-14.99329168,-44.58525025,-0.259192188,-0.641825848,-1.711973047,-0.016882222,-0.084179394,-0.290928689,0.414889358,-0.176123077,7.7307621,0.136676546,0.143168399,0.517554594,0.500994763,0.764324294,0.766212316,0.269279426,-0.65179483,0.333898198
19139,-17.39023826,0.45822133,41.03794769,NA,0.057909546,0.527245117,1.382551785,0.420215089,1.506836208,3.802427529,-6.329905491,-12.52499893,-42.55002401,-0.223524867,-0.569373585,-1.587119508,-0.013918508,-0.068635893,-0.239989816,1.898429593,1.577074286,7.50893735,0.31370223,0.324775719,5.525470834,5.430725084,0.709801038,0.736527758,0.413447443,-0.672369479,0.215993909
19141,-21.3857274,-0.030815651,33.81368206,NA,0.221175463,0.691120307,1.752140788,0.493173095,1.545008581,3.865071947,-2.287990329,-4.58702679,-32.26509287,-0.16312103,-0.486542749,-1.518578241,-0.013245219,-0.059061164,-0.227212493,-0.309449273,-2.385550022,0.531644256,0.397083915,0.427085934,0.221409211,0.213871326,0.78389123,0.770769532,0.335984721,-0.556507197,0.155693432
19143,-20.74624605,0.002060084,30.32267429,NA,0.229274257,0.734106064,1.871551416,0.460433463,1.516516374,3.969056762,0.625062278,1.044724179,-17.50351777,-0.141055555,-0.388112907,-1.340387317,-0.015321626,-0.059340042,-0.212164984,-1.722878198,-5.752367513,-9.233021708,0.397083915,0.427085934,0.221409211,0.213871326,0.78389123,0.770769532,0.010756761,-0.547918498,0.341434732
19145,-16.93530679,0.037525024,43.75886738,NA,0.154900201,0.607223697,1.333913116,0.386247588,1.581542002,3.674999142,-9.621094061,-17.37081949,-47.68313623,-0.269931739,-0.666193576,-1.726679796,-0.031844714,-0.095876275,-0.31404809,0.410430742,0.838741674,9.923382254,0.136676546,0.143168399,0.517554594,0.500994763,0.764324294,0.766212316,0.056623726,-0.35349891,0.117915288
19147,-27.25544894,0.091672437,32.23478618,NA,0.166657209,0.692405276,1.907552985,0.493911813,1.527599476,3.909102121,0.133699012,1.314177457,-16.99182816,-0.111886801,-0.351754259,-1.248115445,-0.014975071,-0.057981303,-0.196571528,-0.918801978,-5.484407231,-8.612980221,0.307111333,0.314737271,0.118905259,0.113564613,0.794581817,0.813124364,0.428557054,-0.752967099,0.181341765
19149,-15.17453688,0.081045072,35.92308574,NA,0.213846253,0.700868196,1.711339845,0.460165328,1.523865903,3.855291035,-2.864557244,-4.947349912,-32.096192,-0.180071898,-0.508838746,-1.554832276,-0.006457092,-0.063130018,-0.244039081,-0.450675116,-2.390370938,-2.285225252,0.397083915,0.427085934,0.221409211,0.213871326,0.78389123,0.770769532,0.504058622,-0.687115047,0.10746877
19151,-21.88899764,0.246863649,33.80157454,NA,0.163890456,0.667120698,1.774526086,0.501629825,1.512367678,3.786222312,-2.96491215,-4.721857285,-29.81210953,-0.198229669,-0.485421968,-1.522682001,-0.004077989,-0.05438161,-0.229177118,-0.176688585,-3.485623658,-3.529876213,0.301310444,0.307493707,0.112296423,0.107097441,0.795271082,0.815855149,0.547965152,-0.781916617,0.20138285
19153,-20.14638147,0.016486939,36.69287942,NA,0.139333282,0.617637665,1.504528708,0.464157379,1.566105296,3.770377847,-7.543254353,-12.2107474,-40.19705716,-0.26391051,-0.599258912,-1.619529201,-0.021509895,-0.080442598,-0.270082943,0.970425814,-0.047074809,2.070723399,0.25040276,0.255528933,0.42077362,0.408157863,0.746379238,0.766848877,0.11980383,-0.371158727,0.192543304
19155,-16.34316479,-0.011826659,40.54443745,NA,0.173235129,0.616248315,1.404742644,0.352370106,1.51290615,3.678511098,-9.28159738,-16.65311887,-47.48895372,-0.256342885,-0.654402077,-1.688075857,-0.026179479,-0.09051679,-0.295097362,-0.060126172,0.307284115,5.732479789,0.225540042,0.240054693,0.416495572,0.403014462,0.771001472,0.767767457,0.404474473,-0.603875487,0.15609376
19157,-23.10597489,-0.107941954,34.42309049,NA,0.105186928,0.631403122,1.673772743,0.486673195,1.63716809,4.004123956,-2.293939061,-2.371540785,-22.65445848,-0.151952167,-0.430665289,-1.302111563,-0.005714967,-0.054256918,-0.194987657,0.200161547,-3.39302186,-4.113034413,0.318280854,0.329455096,0.529455852,0.514035329,0.721827622,0.749954859,0.140963289,-0.663431673,0.443105194
19159,-16.99988573,0.346484122,35.42786826,NA,0.054006809,0.562430042,1.421676008,0.437581071,1.592436082,3.903461162,-4.790333942,-7.497187405,-31.09723122,-0.188982423,-0.479617375,-1.41467357,-0.018391051,-0.068121791,-0.227172894,0.892063289,-1.464441295,3.586777296,0.141979262,0.159059864,0.19085566,0.179260409,0.65998791,0.664908834,0.211606646,-0.362706949,0.147224541
19161,-19.54076462,-0.024810406,34.75205502,NA,0.172969427,0.67978083,1.749128837,0.486334518,1.56224442,3.839232009,-2.365194302,-3.049799457,-25.08084434,-0.173721272,-0.462414277,-1.44427245,-0.003002266,-0.0551493,-0.211359008,-1.024608769,-5.225911295,-7.22157223,0.350232661,0.368582826,0.168032521,0.1616388,0.789458119,0.792824884,0.414705411,-0.460778251,-0.006677249
19163,-14.98837793,0.343543732,37.86294279,NA,0.057124534,0.544266261,1.44159779,0.41734699,1.508182629,3.768197193,-5.95731387,-11.59551192,-40.27552396,-0.203033364,-0.534338511,-1.539258224,-0.020154044,-0.076130984,-0.247537139,1.392033123,0.278966251,4.403682334,0.068062093,0.068556542,2.692002827,2.655796499,0.474789798,0.485735124,0.24968583,-0.471509092,0.184599348
19165,-19.37590805,0.066415358,38.0471763,NA,0.169564561,0.67460345,1.591109577,0.469518445,1.595390725,3.801296404,-5.380193954,-8.377782202,-37.93060195,-0.204166924,-0.538342848,-1.562058142,-0.016456687,-0.072128995,-0.250582737,0.035027438,-1.365427149,2.331648636,0.193442148,0.205058928,0.452998545,0.438405387,0.768589645,0.767205733,0.556761892,-0.717093936,0.133727914
19167,-19.11948257,0.057221966,33.37978976,NA,0.241905627,0.687166991,1.603711496,0.458756604,1.48891644,3.766918298,-5.112499204,-9.717790525,-40.07012331,-0.187757925,-0.568399784,-1.712036859,-0.012688104,-0.065560623,-0.267884926,-0.420835062,-1.503130424,0.277350986,0.397083915,0.427085934,0.221409211,0.213871326,0.78389123,0.770769532,0.376259823,-0.502126507,0.061825291
19169,-20.9973102,0.24981329,33.12722743,NA,0.109530826,0.651570102,1.776090157,0.462564375,1.601111163,3.975192936,-2.256975833,-2.67648346,-24.156837,-0.144047791,-0.434184818,-1.327536199,-0.003337042,-0.056464649,-0.193151595,0.181983752,-1.275226999,-1.039520985,0.063793702,0.065617187,1.615685179,1.574316288,0.556088946,0.577064958,0.01842851,-0.20001055,0.064850197
19171,-22.93201871,0.260216083,34.99453025,NA,0.073528234,0.61980093,1.726051737,0.444171757,1.605558471,3.991898312,-2.578206519,-2.735567174,-22.5415577,-0.143937864,-0.415328347,-1.276116209,-0.00864215,-0.060058653,-0.20526264,0.370417375,-2.959174713,-2.96813702,0.41064459,0.425188341,0.132499421,0.126563006,0.782450291,0.813133746,0.536394063,-0.465908444,-5.59E-04
19173,-17.90800922,0.10131396,40.85485432,NA,0.091756149,0.570990672,1.350471631,0.439476541,1.605833579,3.788063661,-7.751803009,-13.05556746,-39.80315518,-0.230358493,-0.57618484,-1.582567929,-0.021984108,-0.080318844,-0.273744246,0.491827104,-0.452977001,6.27438326,0.13670934,0.143266679,0.515534129,0.499005001,0.763679027,0.765585805,0.697293308,-0.810377703,0.017568251
19175,-19.65865356,0.407661238,38.53426998,NA,0.132192,0.630334796,1.561343747,0.445659088,1.614104065,3.937223754,-4.483174019,-6.458636065,-30.91556849,-0.191277335,-0.483984781,-1.441270428,-0.021808654,-0.068800445,-0.227114415,0.266182815,-2.031138864,1.637851243,0.143477351,0.158322289,0.253244703,0.240784018,0.682460353,0.687039315,0.472902381,-0.580659162,0.103675151
19177,-15.4130755,0.136761058,45.73626543,NA,0.029408742,0.456948062,1.121989226,0.475524192,1.392399567,3.514254247,-9.294227485,-16.37666551,-46.71792047,-0.303299238,-0.672713676,-1.775797572,-0.02333403,-0.094005919,-0.301800816,2.946362256,2.339375797,10.95581399,0.219950966,0.224449404,0.579408471,0.56136976,0.720889687,0.741503362,0.258047186,-0.389466693,0.036061147
19179,-14.45260197,-0.024596299,44.24213866,NA,0.067305862,0.574075811,1.460760361,0.488710702,1.5389711,3.843761624,-5.396125873,-8.676471694,-34.42966909,-0.230456298,-0.524779166,-1.473500986,-0.024452669,-0.080584695,-0.242158132,1.488309957,-0.158210785,5.492861434,0.210123877,0.214413667,0.664845159,0.646361144,0.707695316,0.72807442,0.270911275,-0.861751919,0.567938573
19181,-19.85107217,0.422491917,41.92444269,NA,0.105275003,0.610874034,1.528333002,0.481740133,1.629251383,3.933220968,-4.480393943,-6.792342575,-31.84716344,-0.197503201,-0.498169049,-1.468787709,-0.015072215,-0.070965764,-0.227426313,0.531921822,-1.019466666,1.541460688,0.301310444,0.307493707,0.112296423,0.107097441,0.795271082,0.815855149,0.150890475,-0.230754548,0.060702285
19183,-20.13444546,-0.09768504,42.4976349,NA,0.068274357,0.579435879,1.491282323,0.455555895,1.567294536,3.845364416,-5.094408521,-8.738489353,-34.64813516,-0.215139287,-0.512134519,-1.524042433,-0.020344727,-0.076680773,-0.248721253,1.05286749,-0.859193514,3.531902343,0.22269307,0.230380187,0.940268446,0.915032761,0.659088858,0.68457065,0.188823798,-0.314368716,0.087720592
19185,-16.14871936,-0.017041662,37.89638539,NA,0.079951318,0.594070637,1.487679693,0.484226604,1.578525169,3.883954214,-4.895513698,-6.758444089,-30.09579642,-0.205794024,-0.504182297,-1.45198434,-0.021705677,-0.074505477,-0.236146571,1.470806419,-2.082974737,0.672811727,0.085618141,0.095038422,0.855403813,0.819882828,0.675064712,0.6833176,0.272624569,-0.420844289,0.111095795
19187,-21.41984584,-0.10019049,35.13079234,NA,0.120824019,0.633013543,1.740596683,0.453012218,1.511605838,3.830728514,-3.129118558,-3.710755909,-26.87038374,-0.173365005,-0.437406098,-1.42304899,-0.018642875,-0.070463943,-0.230416946,0.253839611,-2.765289027,-3.241633301,0.300217834,0.306378409,0.118917135,0.113558971,0.794221737,0.814803348,0.295972898,-0.627879751,0.16253012
19189,-29.43150116,0.180515525,29.33351909,NA,0.142636378,0.690632054,1.947859678,0.442485393,1.470937656,3.988568026,-0.080441641,0.382264148,-16.68441778,-0.10676334,-0.336771289,-1.226583866,0.003761447,-0.046608919,-0.184057618,0.111961294,-3.838139794,-6.031983941,0.468720203,0.468545505,0.111757179,0.107673961,0.755958453,0.776789409,0.250288027,-0.756814957,0.485616127
19191,-19.33706016,0.992795369,27.96477825,NA,0.121701466,0.657722059,1.787653127,0.309681776,1.4208196,3.989511971,-3.119575232,-6.33974298,-29.37244329,-0.152907885,-0.460372394,-1.435745145,0.004930905,-0.042711052,-0.187103821,0.714545066,-2.021918062,-2.480526943,0.069849424,0.068780572,0.633687613,0.636239468,0.447004878,0.449901987,-0.012419785,-0.124639847,0.101333021
19193,-16.14171013,-0.084268669,36.72491847,NA,0.181014795,0.660713134,1.497589928,0.42850477,1.527640578,3.766507433,-6.902262159,-11.96483412,-41.55888936,-0.233729706,-0.629318972,-1.722002826,-0.016835231,-0.078056398,-0.285592334,-0.338012241,-1.664043424,0.663544572,0.397083915,0.427085934,0.221409211,0.213871326,0.78389123,0.770769532,0.4356027,-0.663834853,0.269250335
19195,-25.72192675,1.191729502,30.47309871,NA,0.13237882,0.74329709,2.080506908,0.44446486,1.463536206,4.138960288,1.902978496,5.24106877,-4.108771796,-0.082086621,-0.289915337,-1.108478731,-0.004656272,-0.049410472,-0.172935929,0.255525741,-5.000218849,-10.05655582,0.41064459,0.425188341,0.132499421,0.126563006,0.782450291,0.813133746,0.384219217,-0.528246665,0.116426997
19197,-20.37831577,0.414709316,31.12005733,NA,0.113348378,0.617089523,1.725673577,0.460927509,1.513981905,3.904308023,-2.767775489,-2.809365467,-24.55631741,-0.157340368,-0.443415795,-1.398146381,-0.011032985,-0.061619988,-0.210445937,0.060957568,-3.776215937,-5.008582276,0.340106367,0.34925625,0.119465217,0.114004566,0.790721776,0.814889491,0.457597664,-0.601159921,0.050498745
21001,37.56631372,0.364838013,54.49570908,NA,0.061896218,0.236685774,0.568205432,0.375070838,1.122554369,3.022027541,-11.26841076,-23.0027944,-56.43729308,-0.199068643,-0.683432988,-1.808819158,-0.010244539,-0.064969791,-0.281415107,2.112066339,4.223285332,12.97636263,0.071790958,0.073869056,0.447942623,0.429637303,0.716145111,0.746189761,0.017482102,-0.123527924,0.056494506
21003,46.48993624,0.416102286,55.16150858,NA,0.053474137,0.242595847,0.577437576,0.433692222,1.145832024,3.18335046,-4.333825681,-9.334996106,-27.85269251,-0.19116285,-0.60390502,-1.656834702,0.003270401,-0.03011585,-0.222205854,2.169173148,4.219092494,13.22531066,0.069894602,0.072534205,0.442082816,0.423219535,0.717117784,0.747406429,0.282114704,-0.334163723,0.032511196
21005,35.61522869,0.31000821,51.15057038,NA,0.05350684,0.312782206,0.772360889,0.486550671,1.263600557,3.333884156,-7.740723306,-20.65781136,-57.96212984,-0.153449951,-0.530996012,-1.528075967,-0.007316279,-0.030859488,-0.199038881,1.735441813,2.642363604,9.146176361,0.041709555,0.04232233,3.298766124,3.124830666,0.615445723,0.640051768,0.223646824,-0.267091187,0.015683238
21007,23.20086183,0.322132591,57.07209341,NA,0.010181669,0.163491401,0.484572022,0.254381141,1.042411087,2.948577124,-1.248760736,-16.71918558,-47.03602751,-0.263029494,-0.784388574,-1.905360125,-0.039131716,-0.100629026,-0.351651045,5.026683252,12.04787968,25.92035914,0.001224248,0.00128789,58.55136279,56.32775618,0.569539987,0.591896599,0.171846596,-0.202739351,-0.001251546
21009,35.01750027,0.283831027,55.12229517,NA,0.01656224,0.12270316,0.349265817,0.342498755,1.010329953,2.694512854,-11.74788455,-22.18045301,-45.59818083,-0.262348492,-0.855344606,-2.021278197,-0.054588741,-0.15630119,-0.424060587,3.969492546,9.078025615,23.28367096,0.069894602,0.072534205,0.442082816,0.423219535,0.717117784,0.747406429,0.130779208,-0.216673557,0.038955232
21011,37.83066166,0.343538692,49.66685831,NA,0.074391783,0.302115075,0.685914994,0.549361116,1.331720996,3.168102075,-6.441873671,-14.59158163,-43.97087955,-0.211084559,-0.628193122,-1.731250546,-0.008257616,-0.061551246,-0.261126716,2.643633564,4.468415235,13.83885982,0.052732528,0.052959393,1.879901285,1.779335917,0.596338589,0.616935108,0.062040454,-0.135029468,0.058166401
21013,49.35689199,0.59463968,40.76075327,NA,0.057293169,0.259693566,0.605681527,0.40903964,1.316902835,3.173891042,NA,NA,NA,-0.148469009,-0.538891492,-1.58100747,0.010647543,-0.018431584,-0.192688122,1.549295534,2.040989561,7.257438901,0.083864736,0.082684112,0.479861771,0.464857417,0.708269337,0.736876933,0.251640168,-0.381172421,0.021437411
21015,9.65335898,0.361361899,49.58799239,NA,0.050413661,0.323353879,0.89522044,0.349228331,1.220077252,3.462113109,-4.37297481,-10.55529017,-37.72610132,-0.118921941,-0.495680835,-1.507999014,0.002222138,-0.024275329,-0.186978037,1.377841403,1.719204393,5.54571957,0.05396363,0.054245108,1.845948668,1.747266433,0.597499619,0.618296012,0.195248957,-0.311219355,0.079435226
21017,29.81293088,0.421071069,49.1463883,NA,0.045182247,0.302073628,0.770200331,0.487353519,1.273071675,3.338115779,-2.426942692,-6.180842804,-22.44899275,-0.153449951,-0.530996012,-1.528075967,-0.007316279,-0.030859488,-0.199038881,2.134148061,3.249429119,11.24744972,0.052995649,0.053234187,1.872644657,1.772481768,0.596586733,0.617225971,-0.035867699,0.017945058,-0.036316872
21019,50.67019251,0.41664144,53.70804421,NA,0.093036334,0.387806511,0.930370797,0.604864859,1.467388088,3.430390084,NA,NA,NA,-0.117842411,-0.405144274,-1.308221479,0.005343713,-0.001251935,-0.119966422,1.359995171,0.469295882,2.935754356,0.074857474,0.075708558,8.606070709,8.180288087,0.634117932,0.656877221,0.139828115,-0.221798796,-0.003669608
21021,30.46866852,0.04565145,47.84327222,NA,0.044729569,0.250433435,0.617416351,0.401246385,1.196938676,3.110894537,-9.327737821,-19.03979631,-50.52950294,-0.207131628,-0.681709826,-1.803546183,-0.011077705,-0.059886079,-0.268237535,1.94228029,3.444794249,11.28569344,0.051716722,0.052638975,2.851446742,2.701502834,0.620349346,0.645688886,0.100738246,-0.098567779,-0.040831013
21023,22.40285455,0.160725166,45.7771618,NA,0.05276878,0.305688233,0.789556346,0.492871775,1.252049379,3.392256854,-5.385837728,-13.57727579,-42.6984416,-0.140356399,-0.517357636,-1.538461971,0.010361674,-0.014930775,-0.187233021,1.933309499,1.921045278,7.446551657,0.052732528,0.052959393,1.879901285,1.779335917,0.596338589,0.616935108,0.222228085,-0.312935822,0.040497656
21025,52.10864266,0.706702906,50.78079351,NA,0.090989929,0.332890346,0.787144304,0.51372289,1.422394228,3.404847926,NA,NA,NA,-0.112297059,-0.413358894,-1.339758713,0.002233322,-0.010271181,-0.130966214,2.103061873,4.026523058,12.80243011,0.1065453,0.109159382,0.395796072,0.377544454,0.647088446,0.67642169,0.14910263,-0.341319577,0.101595871
21027,28.24758297,0.172561205,53.1950717,NA,0.01929583,0.172279372,0.564720372,0.306116566,1.011427444,2.983660663,-8.333252848,-15.13571573,-39.3351786,-0.176780997,-0.755840475,-1.878765306,-0.021736612,-0.08906278,-0.315056931,2.084430007,4.072503833,12.94117301,0.037685521,0.038626074,2.853529815,2.704201025,0.647869167,0.673596113,0.395417985,-0.481354643,-0.00985759
21029,24.34318764,-0.016288459,60.20673004,NA,0.03475661,0.206722836,0.572310858,0.287145706,1.074756555,3.083790403,-9.127826727,-18.08937983,-46.71373693,-0.220867628,-0.72918119,-1.859472656,-0.023070767,-0.088647384,-0.315998057,2.128137569,4.681090506,12.13653833,0.01696499,0.016812523,4.40484578,4.171586791,0.60332061,0.626112953,0.131583661,-0.212697667,0.074365589
21031,34.33440805,0.246541571,56.2066729,NA,0.037758604,0.185049967,0.488480237,0.364525524,1.045874112,2.956069736,-10.15044703,-19.74744964,-48.88766623,-0.211023604,-0.740657759,-1.840583044,-0.026346528,-0.0979083,-0.334259968,3.236984186,6.928743166,18.66152761,0.069894602,0.072534205,0.442082816,0.423219535,0.717117784,0.747406429,0.836570009,-0.864886526,0.025180688
21033,25.15925411,0.220361414,57.13973834,NA,0.022454968,0.13439572,0.406069671,0.270924362,1.007543003,2.865864993,-8.372737036,-18.95269684,-48.41153557,-0.251916029,-0.801985977,-1.962164963,-0.053532753,-0.117838198,-0.382415374,4.031566384,10.93357405,27.36077566,0.038525979,0.037972396,8.399779425,7.953816706,0.655759135,0.681698925,0.396650639,-0.437853372,-0.014417652
21035,43.23512235,0.161334489,58.42781022,NA,0.037705614,0.185119874,0.51227884,0.285283229,1.04758046,2.944595732,-4.657413851,-13.4256179,-38.37566967,-0.233252444,-0.728517122,-1.834782551,-0.023178525,-0.077717971,-0.29803583,2.672625656,7.124106736,17.59018631,0.005518003,0.00551849,8.749582081,8.681885188,0.666388347,0.693647574,0.070388316,-0.198926405,0.064154249
21037,7.482731445,0.438190872,49.86665894,NA,0.058571552,0.297978643,0.792194763,0.399205251,1.211973503,3.383002713,-8.703952465,-22.22083339,-58.97479741,-0.149742289,-0.552131092,-1.609111788,-2.21E-04,-0.038635575,-0.217312305,1.884760698,1.882303438,7.182880528,0.052732528,0.052959393,1.879901285,1.779335917,0.596338589,0.616935108,0.118214101,-0.360246624,0.15795522
21039,27.59909252,0.163534081,57.87417904,NA,0.010181669,0.163491401,0.484572022,0.254381141,1.042411087,2.948577124,-2.671144113,-18.25041099,-49.44355618,-0.263029494,-0.784388574,-1.905360125,-0.039131716,-0.100629026,-0.351651045,5.127790246,12.29021142,26.44172273,0.002060333,0.002210021,54.98672765,52.911969,0.493084984,0.510455253,0.460589297,-0.766047935,0.299793021
