GEOID,sqkm,1997,2002,2007,2012,2017,Dens1997,Dens2002,Dens2007,Dens2012,Dens2017,Adens_Int,Adens_Slope
18013,808.04386,2325.806,1921.8,1795.604,1566.88,765,2.878316531,2.378336245,2.222161554,1.939102662,0.946730788,2.93341057,-0.430240507
18015,964.057405,107691.61,99295.16,96047.124,108129.744,118015.122,111.7066364,102.9971447,99.62801333,112.1611052,122.4150361,103.6654352,3.05807599
18017,1067.476817,42935.92,33757.128,41798.958,26073.542,51407.938,40.22187584,31.62328911,39.15678292,24.42539415,48.15836483,34.98212477,0.867508302
18019,965.645927,16362.2,11887.2,9230,6340,6812.56,16.94430592,12.31010215,9.558368903,6.565553504,7.054925423,15.59131311,-2.552330964
18021,926.186141,15635.4,9567.46,10657.18,3297,4475.31,16.88148776,10.32995375,11.5065207,3.559759593,4.831976859,15.59578292,-3.086921596
18023,1049.119213,74606.8,74912.4,62413.4,71258,37486.6,71.11374863,71.4050406,59.49123725,67.9217377,35.73149699,75.98221347,-7.424780618
18025,791.534792,9936.288,7842.28,4882.62,4465.012,8341.06,12.55319172,9.907688303,6.168547548,5.64095482,10.53783117,10.62113363,-0.829745458
18027,1112.396613,100075.98,79134.88,70508.094,64391.188,62758.604,89.96429765,71.13908751,63.38395243,57.88509894,56.41747131,83.82750982,-8.034764125
18029,790.171242,12937.91,8714.66,7279.74,4991.39,6147.764,16.3735521,11.02882456,9.21286376,6.316845938,7.780293275,14.52217518,-2.189849627
18031,964.946132,75638.27,77539.26,83212.59,69868.49,115448.57,78.38600259,80.35605038,86.23547703,72.40662218,119.6425025,72.49261661,7.456357162
18033,939.731962,16940.51,21381.26,15293.746,18996.01,20132.34,18.02695948,22.75250908,16.2745832,20.21428532,21.42349182,18.8873976,0.425484092
18035,1015.536276,14984,12924.898,9082.848,0.288,8404.116,14.75476588,12.72716525,8.943893207,0.000283594,8.275544851,14.0773953,-2.568532371
18037,1106.611849,102684.916,85540.568,98905.272,81424.482,69591.33,92.79217107,77.29952293,89.37666092,73.57998387,62.88684697,91.8930746,-6.353018726
18039,1199.603973,84477.124,81025.036,86245.768,89147.862,92744.298,70.4208438,67.54315409,71.89520037,74.31441043,77.31242984,68.18632202,2.055442842
18041,556.901555,19689.7,9978.54,11566.16,3151.27,3815.15,35.3558,17.91796038,20.76876945,5.658576407,6.850672198,31.1642836,-6.926963958
18043,383.22747,4435.78,2650.62,2809.15,1701.29,1863.23,11.57479656,6.916570986,7.330241749,4.439373827,4.861942699,10.20516614,-1.590290488
18045,1024.774345,19596.38,11063.27,9321.56,3679.816,4393.622,19.12262938,10.79581086,9.096207419,3.590854921,4.287404365,16.75366258,-3.687540597
18047,995.658324,32261.23,25417.542,20302.948,16072.304,18286.036,32.40190859,25.52837795,20.3914812,16.14238902,18.36577424,30.05763773,-3.745825763
18049,954.133353,24826.398,23719.78,19840.332,19659.812,24077.85,26.01984086,24.86002604,20.79408705,20.60488918,25.23530901,24.66767054,-0.582420056
18051,1262.416968,22635.688,16033.84,16417.28,12681.26,15497.45,17.93043707,12.7009066,13.00464143,10.04522303,12.27601529,15.98435011,-1.396452713
18053,1072.484468,15915.4,13415.4,10085.798,8754.43,19206.932,14.83974871,12.50871262,9.40414365,8.162756908,17.90882066,12.20639887,0.179218819
18055,1404.983917,69508.13,43880.812,39288.964,18033.09,19254.286,49.47254496,31.23225218,27.96399555,12.83508642,13.70427502,45.02837195,-8.993370564
18057,1021.35495,14313.08,8131.08,5682.92,2324.742,1365.4,14.01381567,7.961071712,5.564098945,2.276135246,1.336851601,12.43816756,-3.10388646
18059,792.423987,25767.71,17731.8,31765.884,19025.502,39000.478,32.51757951,22.37665731,40.08697935,24.00924544,49.21668026,26.63527045,3.503078963
18061,1254.889463,32042.814,31056.09,28660.69,19464,21931.548,25.53437171,24.74806819,22.8392148,15.51052947,17.47687637,26.29231799,-2.53525294
18063,1053.84939,17619.6,13387.89,10789.57,8612.48,2773.902,16.71927713,12.70379822,10.23824666,8.172401182,2.632161698,16.63430256,-3.27056279
18065,1014.963816,18337.95,14999.5,17293.998,11115.92,22812.398,18.06758991,14.77835935,17.0390291,10.95203575,22.47607022,15.66448946,0.499063702
18067,759.058571,35180.6,37960.97,33866.31,30564.156,26412.02,46.34767506,50.01059398,44.6162013,40.26587297,34.79576018,49.77693085,-3.284855077
18069,991.056705,21737.2,17512.96,28362.95,23754.56,22422.78,21.93335648,17.67099694,28.61889724,23.96892113,22.62512315,21.42716748,0.768145753
18071,1320.827167,33516.48,23428.2,36259.4,28953.584,20598.012,25.37537146,17.73752129,27.45203983,21.92079685,15.59478221,24.69168292,-1.537790294
18073,1449.563753,48771.2,60872.38,72048.952,53312.386,50671.708,33.64543291,41.99358591,49.70388633,36.77822786,34.95652254,39.93416687,-0.259317879
18075,994.310119,35332.826,51475.31,72501.57,82787.852,133016.312,35.53501601,51.76987442,72.91645596,83.2616006,133.77749,29.85675257,22.79766742
18077,934.051509,16086.084,9816.06,8751.71,6906.542,8609.01,17.22183824,10.50912065,9.369622463,7.394176802,9.216847162,14.56730626,-1.9124926
18079,975.382328,14717.2,12108.4,9162.232,16072.028,10004.35,15.08864737,12.41400388,9.393477549,16.47766987,10.25684976,13.84611553,-0.559992923
18081,829.945881,15108.98,36762.33,11321.858,7014.77,5244.626,18.20477738,44.29485204,13.64168226,8.452081227,6.319238543,30.10529599,-5.961384849
18083,1336.486449,31627.866,25221.44,35516.06,16444.28,22778.608,23.66493579,18.8714521,26.57420135,12.30411278,17.04365055,23.65365247,-1.98099098
18085,1376.41211,69541.144,53676.6,47090.04,52195.694,82546.404,50.52349038,38.99747729,34.2121663,37.9215597,59.97215761,40.76108688,1.782141687
18087,983.236292,75742.75,61817.708,76533.62,103612.32,83326.806,77.03412762,62.87167032,77.83848158,105.3788604,84.74748814,69.98734339,5.793391112
18089,1291.857838,7555.4,3388.772,2579.49,1570.91,2810.87,5.84847634,2.62317718,1.996728993,1.216008413,2.175835388,4.522535397,-0.875245067
18091,1549.512632,36737,23700.576,46221.86,83163.556,17980.466,23.70874509,15.29550357,29.82993429,53.67078285,11.60394929,23.98864548,1.416568768
18093,1163.367162,30061.93,21170.54,16476.66,14301.46,14865.792,25.84044916,18.19764275,14.16290621,12.29316115,12.77824619,23.0602586,-3.202888754
18095,1170.467555,17201.62,15093.642,12994.548,8713.204,3906.832,14.69636636,12.89539546,11.1020147,7.444208054,3.337838784,15.52881318,-2.816824256
18097,1027.109536,1331.8,759.84,920.13,300.54,24.022,1.296648462,0.739784778,0.895844083,0.292607545,0.023387963,1.248394212,-0.299369823
18099,1148.96998,22594.464,19692.194,21534.868,18362.054,22872.148,19.66497332,17.13899784,18.74275949,15.98131746,19.90665413,18.4218042,-0.067431876
18101,869.615712,23108.74,24624.236,29528.75,20108.096,16936.208,26.57350791,28.31622711,33.95609071,23.12296768,19.47550828,30.16671208,-1.938925869
18103,968.246954,55234.45,51051.356,54007.764,52824.962,111681.76,57.04582883,52.72555291,55.77891444,54.55732319,115.3442926,43.40464283,11.84286978
18105,1021.806936,11295.72,8565.436,5951.728,5335.794,7151.688,11.05465191,8.382636385,5.824708945,5.221919926,6.999059948,9.750975499,-1.127190038
18107,1307.030254,46059.112,58735.862,54826.04,30838.7,5174.708,35.23951482,44.93841043,41.94703208,23.59448062,3.959134063,46.71665267,-8.390469132
18109,1045.940869,14090.76,8330.23,9242.594,5917.674,5398.55,13.47185144,7.964341242,8.836631471,5.657751958,5.161429446,12.00388777,-1.892743327
18111,1040.539828,12553.2,37658.2,30967.454,18516.4,21404.99,12.06412255,36.19102219,29.7609502,17.794994,20.57104344,23.55286376,-0.138218641
18113,1064.081178,34312.1,31147.038,38757.2,58221.132,44050.222,32.24575409,29.2712987,36.42316094,54.71493454,41.39742617,30.06111889,4.374698
18115,223.126823,3633.94,2193.54,1990.81,3.252,2293.51,16.28643276,9.830911275,8.922324861,0.014574671,10.27895243,13.43289865,-2.183129726
18117,1031.794491,19450.99,13897.58,7481,7285,18757.336,18.85161257,13.46932952,7.250474843,7.060514534,18.17933335,14.51292765,-0.775337343
18119,997.911601,17202.44,9320.76,7231.286,5270.84,7479.29,17.23844074,9.340266203,7.246419415,5.281870653,7.49494243,14.02946632,-2.354539217
18121,1151.82227,19703.15,9240.6,9959.788,8824.798,9176.828,17.10606794,8.022591888,8.646983358,7.661596958,7.967225707,13.60862905,-1.86386794
18123,988.702362,24207.196,15382.01,18471.19,15064.8,17424.35,24.48380517,15.55777612,18.68225536,15.23694145,17.6234534,21.12515394,-1.404153821
18125,865.839128,8510.654,6629.74,4365.036,13879.13,4831.63,9.829370982,7.657011315,5.041393786,16.02968675,5.580286041,8.852648664,-0.012549445
18127,1082.833138,10185.196,8788.76,7336.158,7455.906,6809.7,9.40606234,8.116449055,6.774966283,6.885553959,6.288780571,8.987454168,-0.746545863
18129,1060.259608,9977.424,11341.92,11172.24,17473.45,5648.23,9.41035943,10.69730462,10.53726834,16.48035054,5.327214163,10.96714834,-0.238324461
18131,1123.21281,27984.8,19523.528,22205,20625.8,18760.34,24.91495801,17.38186017,19.76918337,18.3632165,16.70239142,22.51507726,-1.544377685
18133,1244.585894,28615.28,26761.24,19498.7,17686.966,16510.19,22.99180807,21.50212382,15.66681745,14.21112523,13.26560913,22.87617603,-2.674339647
18135,1171.656774,29116.232,35911.718,30315.492,80042.23,93071.424,24.85047895,30.65037372,25.87403809,68.3154246,79.43574097,16.45809628,14.68355749
18137,1156.231106,28945,27675.49,22519.55,22065.53,25537.18,25.03392259,23.93595005,19.47668583,19.08401347,22.08657064,24.07275661,-1.074664048
18139,1057.035401,57557.26,43065.05,67766.46,66352,55751.63,54.45159164,40.74135072,64.10992473,62.77178601,52.74338962,51.24080229,1.861403125
18141,1185.940302,17839.964,16973.422,15780.166,14839.146,16198.826,15.04288535,14.31220608,13.30603739,12.51255731,13.65905685,14.68000975,-0.456730577
18143,493.13655,5676.43,3562.15,2439.91,1733.28,5655.06,11.51086854,7.223455653,4.947737092,3.51480741,11.46753369,8.491944066,-0.379531794
18145,1064.843786,31868.84,14813.734,18012.5,15764.592,10359.334,29.92818329,13.91164995,16.91562672,14.80460534,9.728501153,24.95899507,-3.950640888
18147,1027.623726,36009,28204.236,32592.794,28138.4,25341.674,35.04103602,27.44607319,31.71666163,27.38200694,24.6604602,33.41429117,-2.082521789
18149,800.67981,2875.91,2552.24,2018.7,1585.45,2641.8,3.591835293,3.187591304,2.521232551,1.98012986,3.299446254,3.274494957,-0.179223952
18151,799.729298,12263.07,9662.76,8995.518,8873.37,11584.42,15.33402619,12.08253846,11.24820364,11.09546696,14.48542654,13.38598652,-0.26842708
18153,1158.170859,11211.61,8986.27,5695.68,20389.236,4535.1,9.680445603,7.759019259,4.917823614,17.60468746,3.915743489,9.11229109,-0.168373603
18155,571.525793,8330.45,5565.752,4598.39,3934.868,5455.236,14.5758076,9.738409129,8.045813603,6.884847628,9.545039029,12.34100313,-1.291509864
18157,1292.163432,44565,36640.692,27201.84,18433.29,25607.804,34.4886714,28.35608182,21.05139282,14.26544781,19.81777488,32.28235916,-4.343242705
18159,674.797609,24764.6,18803.6,20580.52,27718.22,18978.2,36.69930016,27.86554035,30.49880398,41.0763459,28.1242846,33.64070011,-0.393922557
18161,417.480644,15473.6,14365.954,8815.79,2763.09,2022.66,37.06423333,34.41106601,21.11664367,6.618486485,4.844919229,39.25731129,-9.223120773
18163,605.216607,3614,2685.72,4364.26,1595.98,593.96,5.971415784,4.43761782,7.211071126,2.637039337,0.981400697,6.603830684,-1.178060866
18165,665.275343,14211.76,2267.85,4428.44,19525.486,4308.54,21.36222265,3.408889303,6.656552128,29.34948094,6.476325998,14.21693454,-0.383120167
18167,1045.190744,9967.628,6856.082,2256.58,1618.45,1527.968,9.536659272,6.559646686,2.159012614,1.548473338,1.461903493,8.485276062,-2.116068491
18169,1068.468089,76178.2,57529.57,76191.45,68533.888,63289.832,71.29665433,53.84303995,71.30905526,64.14219452,59.23418083,66.73018346,-1.382579243
18171,944.543945,5509,2941.95,3285.318,2970.91,8966.64,5.832444355,3.11467774,3.478205559,3.145338039,9.493089281,3.542360965,0.735195015
18173,996.664711,9687.87,7595.39,6073.7,4404.42,7067.62,9.720289976,7.620807596,6.094025336,4.419159173,7.09127144,8.681047803,-0.845968549
18175,1330.454436,46945.63,40403.948,47800.94,46011.056,62620.446,35.2854098,30.36853191,35.92828037,34.5829626,47.06696021,31.09092268,2.777753151
18177,1040.539262,31382.66,22338.03,22731,17050.172,24073.11,30.15999602,21.46774352,21.84540347,16.38589972,23.13522505,26.4251307,-1.913138574
18179,953.341278,36136.8,19026.868,25723.494,48744.97,78282.26,37.90541838,19.95808682,26.98246115,51.13066131,82.11357444,19.7002631,11.95888866
18181,1308.306951,52143.4,55614.83,84043.71,87744.732,100433.2,39.85563171,42.50900751,64.23852593,67.0673896,76.76577727,38.41153176,9.837867321
18183,869.152583,32825.796,23995.68,25593.31,21979.33,48551.47,37.76758724,27.60813287,29.44627963,25.28822951,55.86069805,28.42092181,3.386631826
19001,1474.404191,69156.85,64690.698,46494.83,55990.05,68405.924,46.9049467,43.87582346,31.5346567,37.97469537,46.3956386,42.72110102,-0.691974429
19003,1096.686238,64870.8,44592.43,52453.01,47501.15,49600.348,59.15164953,40.66106463,47.82863884,43.31334556,45.22747371,52.2756486,-2.519607071
19005,1655.115644,97289.58,100790.3,90058.57,109015.792,101519.056,58.78113735,60.89622823,54.4122523,65.86596677,61.33653341,58.24231748,1.008053066
19007,1287.978861,47261.23,39507.818,29352.8,22808.5,29864.48,36.69410379,30.67427517,22.78981503,17.70875337,23.18708863,34.20671762,-3.997955212
19009,1147.264566,100342.04,104198.4,147304.82,150636.36,136262.808,87.46198826,90.82334022,128.3965568,131.3004554,118.7719137,90.73145766,10.30969661
19011,1854.696286,81347.914,71785.148,82991.2,96120.848,138220.01,43.86050407,38.70452998,44.7465176,51.825654,74.52433643,35.84255067,7.444878874
19013,1465.331241,85009.48,79425.61,74085.25,123136.742,116654.448,58.0138317,54.20317794,50.55870504,84.03338341,79.60960958,50.67938929,7.302176123
19015,1480.329,57587.08,42772.93,42951.67,69956.61,72373.414,38.90154148,28.89420527,29.0149487,47.25747452,48.89008727,30.92357928,3.834036083
19017,1127.885584,61035.35,72443.38,68957.85,104027.47,82655.28,54.11484185,64.22936956,61.13904724,92.23228976,73.28339077,55.73178423,6.634001804
19019,1479.090265,104788.13,90589.002,152675.428,180931.214,170768.178,70.84633878,61.24643245,103.2225224,122.3260123,115.4548725,64.55990623,15.02966473
19021,1488.981859,153092.302,168997.8,225242.068,225408.4,182914.576,102.8167678,113.4988979,151.2725401,151.3842487,122.8454026,112.7750473,7.79426204
19023,1502.55083,93025.4,102416.32,161872.15,172603.5,138503.768,61.91164927,68.16163417,107.7315634,114.8736512,92.17908987,67.52213794,10.72468982
19025,1475.894599,89131.47,93295.188,142239.54,163522.65,148287.736,60.39148735,63.21263596,96.37513417,110.7956152,100.4731206,60.70034951,12.77462457
19027,1474.835095,221266.24,282878.114,315280.422,306045.69,359431.75,150.0277833,191.8032158,213.7733385,207.5118032,243.7097891,160.7506662,20.3072599
19029,1461.422458,75381.6,78007.6,73814,64179.4,60165.5,51.58097824,53.3778577,50.50832468,43.91570668,41.16913605,54.16756775,-3.02858354
19031,1500.798712,90638.56,78876.33,92602.97,103055.176,168393.902,60.39354863,52.55623514,61.70245834,68.66688729,112.2028562,47.15854366,11.97292673
19033,1471.889958,59716.544,68579.5,62641.88,61550.31,59233.644,40.57133733,46.59281737,42.55880656,41.81719541,40.24325574,43.44303951,-0.543178514
19035,1494.181147,138345.4,148934.49,179720.982,174996.756,178040.338,92.58944291,99.67632793,120.2805847,117.1188355,119.155792,95.64915546,7.057520575
19037,1306.192609,91285.12,90668.47,134582.08,134250.804,132118.02,69.88641596,69.41431867,103.0338704,102.7802508,101.1474258,70.07486596,9.588795181
19039,1116.716166,69099,37112.772,27785.6,56086.502,88943.228,61.87695863,33.23384503,24.88152392,50.22449187,79.64712136,39.4665937,5.25309723
19041,1469.139463,61078.05,96550.8,118458.744,102729.82,123236.4,41.57403129,65.71928835,80.63138115,69.92516544,83.88339099,50.58173215,8.882459649
19043,2016.295997,179081.79,154796.2,154267.11,174332.6,185334.5,88.81721249,76.77255732,76.51015041,86.46180931,91.91829983,80.91772054,1.589142667
19045,1799.818625,94865.228,80437.422,90846.932,92947.144,92668.678,52.70821553,44.69196,50.4756039,51.64250592,51.487787,49.2992767,0.450968886
19047,1849.742863,132492.358,118750.706,192755.354,175120.78,172728.97,71.62744652,64.19849395,104.2065672,94.67303997,93.37998997,70.82118094,7.397963292
19049,1523.741177,39962.8,34478.488,38453.772,43536.188,63201.754,26.22676384,22.62752265,25.23641979,28.5719049,41.47801146,21.53874903,3.644687749
19051,1300.661911,98747.158,66721.262,66474.794,88998.786,80670.22,75.92069635,51.29792872,51.10843443,68.4257648,62.0224359,63.888789,-1.066868482
19053,1377.567269,79027.394,63388.156,53994.6,64757.16,79884.266,57.3673575,46.01456308,39.19561768,47.00834686,57.98937576,49.06748812,0.22378203
19055,1496.189232,225773.176,193050.6,253455.098,249331.962,268196.25,150.8988109,129.0281977,169.4004292,166.6446708,179.2528941,140.1800726,9.43246395
19057,1077.768387,65721.64,20686.14,24100.02,17831.8,21604.53,60.97937256,19.19349301,22.36103813,16.54511323,20.04561487,44.72810539,-8.451589516
19059,985.54227,45534.19,39002,42335.5,38832.03,62151.42,46.20216848,39.57415241,42.95655426,39.40168898,63.06317029,39.52963885,3.354954019
19061,1575.487988,214882.88,173089.174,218934.124,188800.154,187568.844,136.391316,109.8638487,138.9627377,119.8359844,119.0544425,129.7619881,-2.47016113
19063,1025.34933,68467.6,82852.29,106280.6,98831.2,74259,66.774901,80.80396366,103.6530643,96.38783301,72.42312237,78.63251445,2.688031209
19065,1892.840956,155196.89,151136.2,163534.11,167471.406,141500.688,81.99151097,79.84622243,86.39611769,88.47621638,74.75571973,83.46147515,-0.584158853
19067,1296.550076,58616.05,76715.268,85478.172,90693.2,121294.882,45.20924497,59.16876596,65.92739732,69.94963147,93.55202259,45.26812831,10.74664208
19069,1507.301289,98097.094,149826.04,259852.14,233381.842,187740.002,65.08127785,99.40019364,172.3956198,154.834235,124.5537328,88.37722157,17.43789513
19071,1323.915763,33478.13,18837.23,17428.55,19153.79,16962.3,25.28720553,14.22842036,13.16439496,14.46752923,12.81221999,20.93412646,-2.471086221
19073,1475.303196,83637.384,61739.6,75271.89,101481,146379.73,56.69165784,41.84875364,51.02130206,68.78653844,99.22009957,41.11473666,11.19946683
19075,1299.7978,82552.4,79826.85,110700.37,103261.42,89086.21,63.51172467,61.4148216,85.16737757,79.44421817,68.53851422,65.99873611,2.808297567
19077,1529.698818,70463.42,64363.814,71738.03,85400.9,59635.77,46.06359054,42.07613502,46.89683299,55.82857161,38.98530175,46.05091458,-0.040414099
19079,1493.784356,196202.89,213101.614,214099.472,282696.7,423261.33,131.3461941,142.6588872,143.326894,189.2486682,283.3483483,107.8669805,35.05940894
19081,1478.89505,81860.39,89929.778,127550.2,162307.56,175775.2,55.35239975,60.8087626,86.2469585,109.7492077,118.8557633,51.01318393,17.59471722
19083,1474.505068,177972.1,375014.2,381481.65,310665.816,290433.88,120.6995512,254.3322557,258.7184393,210.6915892,196.9704183,186.5022372,10.89010677
19085,1804.81477,60144.76,50926.53,38109.81,40188.8,43275.05,33.32461646,28.21703969,21.11563504,22.26754826,23.97755754,30.70920125,-2.464360927
19087,1124.799047,55755.136,61208.392,57714.15,50370.134,84708.08,49.56897514,54.41717982,51.31063202,44.78145153,75.30952327,46.70847876,4.184536797
19089,1225.702842,69862.338,86636.904,122135.796,114961.626,160572.554,56.99777761,70.68344874,99.64551914,93.79241204,131.0044723,56.20025543,17.11223527
19091,1125.014815,46916.8,50210.2,60230.2,72186.4,62881.6,41.70327304,44.63070115,53.53725053,64.16484391,55.89401949,42.40289049,4.791563566
19093,1117.599852,82406.35,90758.22,98383.59,89184.3,73218.37,73.73511177,81.2081532,88.03114086,79.79984951,65.51394032,81.22776845,-1.785064659
19095,1518.911694,97473.52,84538.67,97284.86,95400.22,89972.556,64.17326325,55.65739624,64.0490559,62.80827278,59.23488268,61.72975109,-0.27258846
19097,1647.344934,124979.392,118737.28,107774.116,114370.038,118114.2,75.86716626,72.07797077,65.4229201,69.4268915,71.6997379,73.0961245,-1.098593599
19099,1891.76088,117972.77,97539.24,123956.47,104021.43,97905.964,62.36135404,51.56002592,65.52438594,54.98656363,51.75387917,60.79492415,-1.778841203
19101,1127.999808,49917.49,43796.98,39314.2,33058.6,46287.29,44.2531015,38.82711654,34.85302012,29.30727449,41.03483854,40.84634383,-1.595636797
19103,1587.640014,92521.332,89282.194,109599.75,88265.116,66395.736,58.2760142,56.23579225,69.03312403,55.5951697,41.8203972,62.90247079,-3.355185655
19105,1490.844765,121689.546,96413.592,110663.848,90598.596,110218.564,81.62455868,64.6704434,74.22895435,60.76997292,73.93027536,74.90264837,-1.928903712
19107,1500.071923,85202.4,93486.74,100676.69,123249.488,122416.32,56.79887657,62.3215051,67.11457528,82.16238576,81.60696705,56.10944963,6.945706162
19109,2519.361795,158245.118,200844.776,336001.396,273211.8,264127.72,62.81158915,79.72049763,133.3676635,108.4448453,104.8391384,75.28085756,11.27794462
19111,1340.448547,72232.35,55941.774,39666.35,50550.536,59087.478,53.88670096,41.73362277,29.59184826,37.71165713,44.08037752,46.12776383,-2.363461252
19113,1857.223982,68965.39,59283.324,89124.696,65519.296,57606.364,37.13358791,31.92039548,47.98812468,35.27807988,31.01745646,38.44244458,-0.88745785
19115,1040.584001,46569.54,51340.97,68107.51,90307.18,114763.83,44.75327312,49.33861173,65.45123693,86.78509367,110.2879055,37.62007485,16.85157467
19117,1115.257644,48861.64,41640.868,42164.002,46410.01,50357.85,43.81197498,37.33744236,37.80651245,41.61371164,45.15355736,39.75275295,0.695943404
19119,1522.007136,210291.23,260130,367459.75,465108.28,621548.91,138.167046,170.9124707,241.4310297,305.5887643,408.3745045,117.8765209,67.50912106
19121,1452.999207,61945.016,52689.168,49172.02,41890.35,40346.97,42.63251879,36.26235152,33.84173905,28.8302635,27.76806058,41.29918758,-3.716100444
19123,1478.517367,139899.6,122269.84,142596.4,151261.362,162089.282,94.62154664,82.69760148,96.44553604,102.3061111,109.6296098,87.21515382,4.962463594
19125,1436.120669,63429.86,46135.324,33842.484,38710.88,38863.274,44.16750025,32.12496345,23.5652092,26.95517225,27.06128729,38.65126991,-3.938221712
19127,1482.776062,73443.2,72654.11,81011.5,98546.81,102997.9,49.53087785,48.99870713,54.63502013,66.46102033,69.46288293,46.352437,5.732632336
19129,1132.942922,22008.07,12624,8470.17,6240.27,3922.208,19.42557703,11.14266196,7.476254836,5.508017994,3.461964344,16.9152691,-3.756186934
19131,1215.049038,151350.23,139983.69,176220.35,152354.662,133033.08,124.5630631,115.2082637,145.0314716,125.3897227,109.4878279,127.9298721,-1.99690114
19133,1797.637888,59246.318,43548.43,34605.47,25332.96,36013.154,32.95787121,24.22536279,19.25052327,14.09235985,20.03359756,29.30825298,-3.598155024
19135,1123.320774,55611.19,62278.11,35179.35,28777.36,44354.002,49.50606388,55.44107386,31.31727892,25.61811431,39.48471623,50.24658041,-4.986565485
19137,1098.405773,44536,33838.44,32714.2,23368,36626.6,40.54603599,30.80686649,29.78334674,21.27446939,33.34523625,35.93799029,-2.393399658
19139,1132.977157,47088.9,36309.95,43424.34,56652.17,48969.33,41.56209126,32.04826309,38.32763947,50.0029234,43.22181581,36.77772472,2.127410941
19141,1484.154177,147296.85,184573.252,266555.976,273046.2,269060.2,99.24632648,124.3625864,179.6012706,183.9742826,181.2885778,108.955369,22.36961988
19143,1032.593811,117322.6,128217.2,220390.4,179291.458,225160,113.6193136,124.1700257,213.4337797,173.6321253,218.0528274,116.9157889,25.83291272
19145,1385.497539,64464.01,55047.13,31432.88,38682.34,39420.38,46.52769722,39.73094751,22.68707025,27.91945775,28.45214725,42.65598194,-4.79625897
19147,1460.400549,98601.2,169421,230734.27,215618.972,244653.6,67.51654542,116.0099537,157.9938258,147.6437215,167.5249987,85.00767415,23.16506744
19149,2234.715215,264101.728,294481.23,419982.812,388816.762,481590.29,118.18138,131.7757305,187.9357196,173.9894012,215.5040995,118.1054442,23.68591097
19151,1495.047191,59177.6,82083.4,101561.7,116076.71,178030.21,39.58242948,54.9035512,67.93210315,77.64083348,119.0799936,35.48130008,18.17324105
19153,1482.025679,18447.116,19825.77,25307.24,8823.324,8625.896,12.44723102,13.37748076,17.07611437,5.95355676,5.820341794,15.07048543,-2.067770245
19155,2461.811904,100587.814,85620.81,106909.75,90337.38,107836.45,40.85926055,34.77959054,43.42726178,36.69548427,43.80369184,38.35210653,0.780475631
19157,1514.945159,82903.128,59031.03,45329.7,69628.67,69992.406,54.72351755,38.96578675,29.92167718,45.96118189,46.20128035,45.1645046,-1.004907926
19159,1386.932363,115258.492,92292,70642.528,93422.392,99001.6,83.10318158,66.54398041,50.93437134,67.35901079,71.38170731,72.39003392,-2.262791816
19161,1489.300198,178511.57,199937.82,266140.424,227668.99,236015.522,119.8627182,134.2495088,178.7016643,152.8697776,158.4741091,129.6629455,9.58430506
19163,1186.437845,61638,62676.4,67464.6,86063.37,122734.7,51.95215262,52.82737757,56.86315578,72.53929935,103.4480656,42.98526064,12.27037477
19165,1530.110542,88610.73,88196.84,84800.48,86467.76,87356,57.91132573,57.64082893,55.42114617,56.51079293,57.09130001,57.46909624,-0.277008744
19167,1988.888285,482926.128,573344.072,769399.762,870509.22,932947.66,242.8120934,288.2736433,386.8491598,437.6863329,469.0799715,244.550551,60.19484458
19169,1482.88124,58066.94,47489.2,44828.672,59276.78,45506.802,39.1581864,32.02495164,30.23079043,39.97405753,30.6880961,36.21343136,-0.899107471
19171,1867.410516,75215.362,62839.972,88290.116,71342.24,80448.73,40.27789356,33.65086116,47.27943601,38.20383327,43.0803668,38.46689444,1.015791859
19173,1377.61888,53994,47571.2,61845.2,62827.5,67264.86,39.19371372,34.53146635,44.89282261,45.60586452,48.82690051,36.54199919,3.034077175
19175,1097.235807,61342.724,78816.84,83180.89,82328.344,111921.93,55.90660058,71.83218001,75.80949279,75.03249846,102.003534,57.03802411,9.539418529
19177,1255.646304,47632.87,55440.54,53924.178,56678.236,69214.492,37.93494223,44.15299103,42.94535637,45.13869536,55.12260242,37.98671254,3.536102471
19179,1118.453196,35343.86,30781.85,32299.94,28872.07,30313.98,31.60066074,27.52180432,28.87911637,25.81428539,27.10348552,30.32424434,-1.070186937
19181,1475.873109,57465.036,49448.648,38425.62,27759.42,19852.882,38.93629855,33.50467442,26.03585618,18.80881211,13.45161849,39.28049644,-6.566522243
19183,1473.215985,204484.74,201249.37,272609.936,418523.03,559905.184,138.8016028,136.6054754,185.0441068,284.0880321,380.0564138,98.92069044,62.99921787
19185,1361.013816,52111.93,45842.912,31173.054,36918.48,43702.85,38.2890529,33.6829145,22.90428917,27.12572023,32.11051165,34.60535304,-1.891427677
19187,1853.677022,73214.4,66068.6,76867,83018.068,80741.16,39.49684823,35.64191562,41.46731016,44.78561638,43.55729668,37.53687788,1.726459766
19189,1037.261949,24100.56,48820.8,67793,71265,37514.6,23.23478657,47.06699214,65.3576467,68.70492075,36.16694899,38.60580834,4.750225345
19191,1786.666637,131643.744,129127.758,113182.16,135248.2,144115.8,73.68120122,72.27300008,63.34822493,75.69862066,80.6618297,69.65519981,1.738687754
19193,2260.790994,105717.52,82029.97,98541.204,98509.014,104253.748,46.76129739,36.28374769,43.5870473,43.57280892,46.11383727,42.06491952,0.599414099
